popular,playlist_genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,unix_timestamp
0,5,0.608,0.677,2.0,-6.523,1,0.044433657187346313,0.09717894620379948,0.0,0.06123253261651545,0.471,4.509418908914668,12.429544143064144,1563148800.0
0,6,0.635,0.946,9.0,-5.754,1,0.05801540556088483,0.06328851839411899,0.0,0.07756776350241655,0.774,5.056876179868942,12.315590507436028,947894400.0
0,6,0.729,0.581,5.0,-8.235,0,0.047991464645987976,0.05943325394802728,3.7552382401944503e-06,0.13935302767329302,0.508,4.317994651890761,12.659314706269578,805766400.0
0,6,0.552,0.839,2.0,-4.984,1,0.053345962049858364,0.014152881456611976,0.0002454253951467816,0.10283031868598262,0.569,4.5005871457956514,12.549524042483878,947894400.0
0,5,0.612,0.961,10.0,-3.078,0,0.054925729253830345,0.07525825261516299,3.5960498685314256e-05,0.03313837719434579,0.867,4.874227387316531,12.383218330580064,315532800.0
1,0,0.697,0.683,1.0,-2.881,0,0.04188162480815832,0.03240567671162341,0.0,0.0757498221885461,0.603,4.576081173378116,12.138799722654674,1523750400.0
0,5,0.85,0.561,8.0,-9.013,1,0.026395593296267943,0.04358474696254402,0.0,0.053872387957847136,0.519,4.9490080865253105,11.863589378812122,1568505600.0
1,0,0.85,0.5,8.0,-6.708,1,0.03287242902660298,0.013169425317598992,0.00015548433713521125,0.06065794677380513,0.816,5.081528580871835,12.046549225012198,1544832000.0
0,5,0.785,0.573,5.0,-9.082,0,0.02534462519952556,0.13962559022492538,0.0002611809439539963,0.055340502507897994,0.595,4.847841817109846,12.829987640255487,1418601600.0
0,6,0.956,0.427,6.0,-7.39,0,0.05746968490121646,0.19890285440405853,0.0,0.05808305560896894,0.271,4.820950696525712,12.122049526519705,1536969600.0
0,6,0.724,0.806,1.0,-3.601,1,0.048823179272340124,0.13206361870708958,0.0002612744221509276,0.08236960186198089,0.785,5.0752675608395705,11.986067912966307,1547510400.0
0,4,0.643,0.613,10.0,-6.297,0,0.03692157807950281,0.14580665355343705,2.3149453907461627e-05,0.07786418691451462,0.52,5.042476279818889,11.979805470779858,1576368000.0
1,0,0.886,0.336,4.0,-12.779,1,0.05146487910810446,0.17823963472287574,0.0,0.06007735881887301,0.536,4.615556065540509,12.347784858803157,1579046400.0
0,1,0.569,0.974,5.0,-4.825,0,0.02603948137106839,0.005620842929557131,0.00026128875392909356,0.09833708243822496,0.0683,4.8754949888180095,11.878144801398754,1576368000.0
0,1,0.856,0.517,7.0,-7.926,1,0.05183757270501543,0.15753157079174357,0.0,0.062002897605295655,0.43,4.983558675353449,12.263713998291902,1579046400.0
0,4,0.938,0.608,0.0,-9.963,0,0.04513644598860017,0.11754384063654845,0.00021256636785821223,0.07386141170734452,0.91,4.9052007016207355,12.251289767312823,1579046400.0
1,3,0.78,0.52,6.0,-6.34913587994543,0,0.054233681142466454,0.16643422894008567,0.0,0.07020173098105242,0.65,5.087596335232384,12.300838470329301,1618358400.0
0,6,0.782,0.657,8.0,-8.395,0,0.04754517736647792,0.014951517345523845,4.7712470043902145e-06,0.05637324428326225,0.591,4.905052531521191,12.15688765342645,1460678400.0
0,2,0.478,0.722,0.0,-3.353,1,0.056523171482280095,0.07077594253274093,0.0,0.11702014085429986,0.705,4.882256319226469,12.195890987923034,1426377600.0
0,5,0.598,0.722,1.0,-8.194,1,0.056711072495786205,0.16987679163479472,0.0,0.11028739961141575,0.535,4.393065481789098,12.181785075898826,1565827200.0
0,7,0.369,0.883,11.0,-6.913,0,0.04213828270542517,0.04087907347396238,0.00025703576844191765,0.08622528212695721,0.308,4.901266757040891,12.909699719670488,315532800.0
1,3,0.79,0.52,2.0,-6.34913587994543,0,0.03371040290453645,0.1882443610239572,0.0,0.058684518145807336,0.86,5.043425116919247,12.300838470329301,1642204800.0
1,0,0.576,0.807,6.0,-3.908,0,0.0544527826875031,0.149425154476535,0.00015192544757669353,0.03923560256718844,0.908,4.51099136595488,12.321310222030254,1045267200.0
0,1,0.716,0.887,2.0,-3.802,1,0.03692157807950281,0.003956422962711344,0.0,0.04233762541963791,0.782,4.62521788129187,12.16838635454884,1476489600.0
0,2,0.737,0.668,5.0,-10.975,0,0.056586575732653605,0.07103646622627915,0.00015364954546796925,0.07726949399028418,0.926,4.663967256496549,12.049424683420915,1526342400.0
0,5,0.759,0.357,7.0,-12.313,1,0.026430850277175833,0.19530198100735946,0.0,0.05405793256609913,0.89,4.803676723166307,11.378868219823786,1439596800.0
1,4,0.661,0.729,7.0,-6.561,1,0.023798358784109505,0.0021316741399306513,0.000217560015354537,0.03714321893436473,0.668,4.653836532968682,12.355014066411757,1350259200.0
1,2,0.704,0.643,1.0,-4.705,0,0.037835879142216054,0.007817969360378022,0.0,0.05847044302298251,0.806,5.176364398796924,11.977847454527831,1557878400.0
1,0,0.932,0.547,0.0,-7.787,0,0.054925729253830345,0.033614173613425107,0.0,0.0597009090113678,0.695,4.564327357917486,12.081874703286728,1565827200.0
0,0,0.298,0.112,1.0,-15.765,1,0.022853839653533846,0.20909704416971842,0.00026050536393110765,0.06016067109925759,0.0972,4.474902034624081,12.031725210748633,1473897600.0
1,6,0.859,0.599,9.0,-5.254,1,0.03156945653306658,0.00036147661341763847,7.950470833437888e-06,0.07353952761643977,0.319,4.94879535074235,12.439249692556091,1358208000.0
0,7,0.701,0.312,9.0,-7.707,1,0.018601939549058023,0.18564189980880616,2.1226139933483373e-06,0.06663133700632466,0.166,4.876410327671689,12.515764466616417,1134604800.0
1,6,0.939,0.686,8.0,-5.744,1,0.051320180579836054,0.19175907124032454,0.00017682010904241204,0.06808898882599679,0.691,4.584865432647727,12.005228601710732,1573776000.0
0,6,0.81,0.833,1.0,-6.832,1,0.04287650567048863,0.12754908948464277,0.0002499632372114448,0.09528465406051252,0.907,4.94132094236864,11.726495334490107,1568505600.0
1,0,0.818,0.803,1.0,-4.282,1,0.03582382978092579,0.029948482240494123,0.0,0.08045175623567762,0.632,4.681853410759049,12.328219479288059,1479168000.0
0,1,0.763,0.708,5.0,-5.692,0,0.04988010054631118,0.09281142328636152,0.0,0.11293671344521858,0.566,4.674463012484041,11.97463857261698,1494806400.0
0,6,0.739,0.725,6.0,-4.301,1,0.049521935012449045,0.12046547680032063,0.0,0.06244401721408275,0.582,5.094118231234765,12.552877035433482,1060905600.0
0,4,0.573,0.945,10.0,-7.551,0,0.02335193517748324,0.0009305241019864104,0.000261167512884725,0.10726483159488544,0.274,4.948696058553727,12.290661924941594,1166140800.0
0,2,0.724,0.954,4.0,-5.027,1,0.028018977567862,0.09871184151383676,0.00018528287370472938,0.03947054025303496,0.952,4.836623118573441,12.419557703402536,1400112000.0
1,3,0.9,0.54,5.0,-6.34913587994543,0,0.05319796151769777,0.09833128844279304,0.0,0.07353952761643977,0.74,4.7535901911063645,12.300838470329301,1641513600.0
0,6,0.808,0.728,1.0,-4.658,0,0.049938320192647025,0.0030327764307428048,0.0,0.12163278651788671,0.672,5.129241694398623,12.568866828676928,1084579200.0
0,6,0.827,0.647,1.0,-6.126,0,0.05197261101183521,0.011996606079526066,0.0,0.12099070015578547,0.748,5.129330506185782,12.573354635330631,315532800.0
0,7,0.612,0.869,7.0,-9.866,1,0.02871875425279034,0.12436731388744449,0.0002594758538536646,0.056860696069528815,0.771,5.00059842616553,12.588248655660385,185241600.0
0,1,0.713,0.927,6.0,-6.088,0,0.058107938282511956,0.0037043216241644254,0.00024319329856802482,0.1387349121449124,0.687,4.852264611458088,12.149438799962581,1557878400.0
1,3,0.68,0.76,11.0,-6.34913587994543,0,0.049336952384440504,0.11542751952877522,0.0,0.06663133700632466,0.54,4.51085950651685,12.300838470329301,1621036800.0
0,1,0.814,0.682,8.0,-7.952,0,0.04597583804100598,0.04331038797739811,0.0,0.08182974109211896,0.621,4.4540216618450295,12.048014340871898,1576368000.0
0,4,0.706,0.748,8.0,-4.457,1,0.025529851862814815,0.03323793579723462,0.0002611280204543651,0.06256370901172197,0.206,4.615160120017439,12.36819574669825,1431648000.0
1,3,0.72,0.77,7.0,-6.34913587994543,1,0.04093810144937675,0.06639778013697437,0.0,0.054242891439080586,0.92,5.056245805348308,12.300838470329301,1657756800.0
0,2,0.724,0.706,8.0,-7.932,1,0.033640259365246165,0.1684479000297685,0.0,0.11170196421346207,0.919,4.48874872297084,12.324215616402105,1260835200.0
0,5,0.754,0.686,9.0,-7.985,0,0.0321953059276296,0.13831394164530675,0.0,0.058598985363061254,0.291,4.72705147897063,12.345086482056963,1547510400.0
1,0,0.503,0.754,7.0,-3.634,1,0.025640167019544028,0.13034315894036397,4.77977579289696e-05,0.10867224862103857,0.597,4.766642568046085,12.13753145773307,1579046400.0
0,6,0.77,0.623,8.0,-7.025,0,0.030330417810424806,0.04853550072019531,0.0,0.06915614861898574,0.0947,4.912463690988913,12.201567512641383,1463270400.0
0,5,0.777,0.693,10.0,-7.109,0,0.02234376360427546,0.09240287057599518,0.0,0.07054557952101384,0.689,4.955981975178378,12.085767682486525,1573776000.0
1,6,0.935,0.429,1.0,-6.697,1,0.04201064036345993,0.02743611937557119,0.0,0.06359018686600555,0.0769,4.948667687546058,11.723850675439898,1494806400.0
0,1,0.762,0.877,11.0,-3.023,0,0.026606183224668137,0.09871184151383676,0.00020570340613884668,0.055158998856016446,0.375,4.8363215887038296,12.02751997754384,1547510400.0
0,6,0.853,0.872,1.0,-3.439,1,0.043112543999553804,0.03621240221368701,0.0002316244503018429,0.03708245096735747,0.844,4.60759723831236,12.415798581903038,884822400.0
0,6,0.71,0.905,1.0,-2.578,1,0.054664296916933204,0.03383930193853146,0.00020397689824556213,0.042112896879347904,0.817,5.295814236329918,12.413688260026383,1197676800.0
0,5,0.709,0.505,3.0,-8.627,1,0.050053536123522244,0.17200990912529623,0.00016136819495116364,0.08719931930409944,0.71,4.368776741246306,11.040935864989436,1497484800.0
1,6,0.895,0.681,7.0,-5.267,0,0.055595787373567004,0.09717894620379948,0.0,0.08954270607056934,0.554,4.811517466384714,12.388398368982115,1452816000.0
0,6,0.611,0.676,11.0,-7.576,1,0.056079519633385096,0.1745266150331773,1.604955548123148e-05,0.07054557952101384,0.325,4.478222785526289,12.07682349955715,1513296000.0
0,6,0.887,0.573,0.0,-4.633,0,0.052017072888867096,0.1454130242526365,0.0,0.07756776350241655,0.237,4.8980338109803006,11.975388233257423,1534291200.0
0,4,0.66,0.7,9.0,-7.832,1,0.0206907630446726,0.04925178236738889,0.0002603402097379563,0.06880285993419216,0.221,4.639706869258327,12.543280325932013,1426377600.0
1,4,0.551,0.651,8.0,-5.828,0,0.0310297049925025,0.11989042134303435,0.0,0.09684057405822775,0.562,4.98275009060672,12.18028293134387,1497484800.0
1,4,0.548,0.65,8.0,-5.827,0,0.030947260342709396,0.11813755657776806,0.0,0.09703081330835261,0.557,4.9831750217331505,12.180231623770348,1497484800.0
0,4,0.694,0.608,4.0,-13.32,0,0.02230070275838388,0.01379620068965121,0.0002609868391920422,0.06280230966049896,0.271,4.828297737174299,12.41043288986469,1473897600.0
0,6,0.9,0.781,1.0,-5.452,1,0.04632777269857389,0.07575415950565115,0.0,0.039294416258597684,0.79,4.912838692371989,12.014615485902027,1563148800.0
0,6,0.741,0.478,1.0,-13.757,1,0.05071233485648288,0.003927360637083996,0.00025812048861791086,0.07960492996570719,0.328,4.655920332897752,12.414553218893245,315532800.0
0,6,0.654,0.418,7.0,-13.116,1,0.023596622836916478,0.04372166052244738,0.0002178383565352986,0.062123555005766794,0.13,4.574587259510298,12.373179036517648,1431648000.0
0,5,0.868,0.699,11.0,-11.614,0,0.03572173749640189,0.021988401285840783,5.0760184859808696e-05,0.044542313996518326,0.514,4.85320145281008,12.48899716877066,663897600.0
0,7,0.515,0.997,5.0,-1.959,1,0.041215139529837116,0.0006682093984840063,3.034345172760382e-06,0.11775470161880336,0.461,4.654141286168569,12.188865447192454,1552608000.0
0,7,0.497,0.715,3.0,-8.792,1,0.021420958393730472,1.2399384991775392e-05,0.0002611577997885139,0.10921931004417126,0.366,4.700853023619589,12.321617623046206,1573776000.0
0,4,0.758,0.509,0.0,-8.418,1,0.023596622836916478,0.13350424399556768,0.00013421795039063127,0.05556658620723075,0.667,4.955996057404496,12.023296985647017,1571097600.0
0,1,0.74,0.802,2.0,-3.967,1,0.029211477811514924,0.010720592136706555,0.00015564803948624529,0.08908415851868456,0.502,4.828209731893926,12.01973704322415,1552608000.0
0,1,0.784,0.595,2.0,-6.816,1,0.025232659839581995,0.004671131469492769,0.0002522391591585781,0.043669616338311665,0.183,4.828465725751472,12.372806678982414,1552608000.0
0,6,0.552,0.577,10.0,-5.019,0,0.05907373806251401,0.11293317634889669,0.0,0.11080885207948238,0.305,5.185613286134777,11.887890127630008,1502755200.0
0,7,0.524,0.571,8.0,-9.686,1,0.019204354461892552,0.024459851806375665,0.0,0.06699955568388996,0.373,4.631091311939491,12.258669839471109,185241600.0
1,2,0.702,0.84,0.0,-3.547,1,0.03740435111220758,0.010720592136706555,0.0,0.06985555927329434,0.624,4.63463189613771,12.120373134940136,1502755200.0
1,7,0.521,0.673,8.0,-8.685,1,0.019743028944079966,0.00560172942146322,0.0,0.07020173098105242,0.543,4.691632245463811,12.328060163284428,845337600.0
1,1,0.552,0.709,8.0,-5.435,1,0.043343821214793195,0.1837550701018565,0.0,0.14207449031498628,0.528,4.775604704387621,11.965191458356623,1565827200.0
0,4,0.853,0.474,9.0,-10.711,1,0.027921482516701,0.20081410542436612,0.0002525645301524056,0.10989085804163191,0.636,4.754038366522827,12.451842285400156,1358208000.0
0,4,0.609,0.742,11.0,-5.739,0,0.039280158806249646,0.12676708466808076,0.0,0.13681214426526758,0.523,4.342401839890614,12.30568265869624,1410739200.0
0,6,0.623,0.861,7.0,-3.675,1,0.05356193161034519,0.12272103565614255,0.0,0.08236960186198089,0.664,4.486330342106559,12.474166617673216,1326585600.0
0,2,0.842,0.874,1.0,-11.12,0,0.050552659413515444,0.030336006920973147,0.0002612578635838251,0.1083953673456621,0.504,4.518893084806532,12.254043426477795,742694400.0
0,2,0.368,0.5,3.0,-8.803,1,0.030387401981394016,0.19440636523468707,0.0,0.10668533716993961,0.632,4.364308084180201,12.102565966011346,1560556800.0
1,0,0.815,0.518,7.0,-6.594,0,0.037729230930566154,0.11931078796795813,0.0,0.06436678429633276,0.877,5.029725249201273,12.087671919142144,1539561600.0
0,0,0.778,0.404,2.0,-7.218,0,0.026883457585220635,0.18489654855331347,0.0002577708136145974,0.06475093073274356,0.66,4.40062755982302,12.077682300757656,1460678400.0
1,2,0.841,0.693,11.0,-7.335,1,0.04976241567210208,0.1568841223657481,3.968782268843993e-06,0.0744989709804182,0.677,4.53282527411443,12.072164038912256,1571097600.0
0,6,0.856,0.472,3.0,-9.452,1,0.03227192191189996,0.09033009405631781,0.0,0.0712264027948513,0.642,4.584528606870226,12.425746183305101,884822400.0
0,6,0.729,0.607,6.0,-8.324,0,0.02585897445335621,0.031567120430962346,0.0,0.06985555927329434,0.288,4.874746840069471,12.16608884129694,1576368000.0
0,6,0.756,0.53,7.0,-8.623,0,0.037711377136287645,0.17647458482305553,0.0,0.06663133700632466,0.362,4.874639915970205,12.273217143159505,1576368000.0
0,6,0.733,0.883,3.0,-4.46,1,0.05370204499286227,0.02671931101765489,1.1449603150172392e-06,0.11447371253922799,0.519,4.71870420735506,12.133216965853887,1413331200.0
0,6,0.873,0.651,6.0,-8.411,0,0.051320180579836054,0.11724518130756105,5.288090247109426e-05,0.10948954597687127,0.432,4.795691367125,12.4922060193671,1416009600.0
0,2,0.771,0.322,6.0,-12.924,1,0.05232085269111997,0.20778627852143003,0.00026128875392909356,0.10811621436980226,0.751,4.394412116949514,11.502885230075814,1534291200.0
0,1,0.852,0.463,7.0,-8.399,1,0.03356980710047163,0.0038207401282524633,0.00026126790808391907,0.0744989709804182,0.479,4.851967761966411,12.418280620796526,1576368000.0
1,6,0.824,0.584,10.0,-7.098,0,0.050552659413515444,0.05590932739499285,0.0,0.06513234946993023,0.219,4.948511632614405,12.147388951394372,1521072000.0
